Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.383621181,8.079742374,8.161435314,3.814916847,-0.08400885,5.364009643,10.16500109,7.643790495,11.49382819,6.626370731,5.213268558,5.252278102,3.011645772,2.176873116,1.158326269,5.280071488,6.676195163,-4.35949399,6.604818088,5.471131932,4.731313712,3.707894618,6.084634973,-5.196166358,1.087719703,6.110539449,5.811431058,6.287283752,12.80496079,9.289614439,0.047676393,-12.03555504,-7.041724676,-1.763273019,3.837469787,-0.200091657,4.602793308,4.126997099,4.375678654
Antigua and Barbuda,ATG,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.76558873,83.38069801,83.01156377,81.81335083,81.57375816,85.01973526,85.38410129,85.35349425,84.31124522,82.70519993,81.76332079,81.46102914,80.51165462,81.92445677,81.25945558,82.446432,83.43269474,83.78516609,83.39287758,83.86795993,83.5300058,83.48968979,82.62096042,82.73653334,83.52650857,83.09969051,82.87041985,82.87378299,81.16530476,76.58886363,76.94829167,75.7161968,75.78844521,79.22833011,80.88348037,81.34887891,79.87284236,79.93496412,79.4717095,78.82002304
Antigua and Barbuda,ATG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.492730295,5.022743521,4.007593303,3.460570643,3.349761576,3.083710306,3.035576594,2.303584553,2.408999632,2.182476415,2.215775087,2.047727611,1.960887781,2.051357291,2.041298681,2.070214988,2.000759182,1.812730425,1.902958735,1.879896708,1.989317959,1.920871405,1.909284656,1.779956075,1.833376924,1.979504276,2.005287009,1.880078309,2.032708923,1.924015745,1.913494074,1.817007084,1.726856951,1.902867039,2.244430986,2.192670827,2.294070665,1.813883146,1.94400306,1.926953703
Antigua and Barbuda,ATG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.71377912,52.47093869,69.16095192,56.36246921,61.64499727,56.92240891,51.62375498,62.23886065,62.95824746,70.88985249,67.31972564,66.608326,66.303669,75.15195679,76.78183519,81.5706077,82.08287182,74.04773441,69.56882138,63.51629595,65.13043555,64.00951016,61.71107967,56.56152224,55.94814215,52.83889204,54.41399776,58.44008434,53.72219644,47.707368,44.63254576,45.99200072,46.12092043,45.63242633,47.09449291,44.6803355,45.61939525,46.35695512,44.42115456,42.71864228
Antigua and Barbuda,ATG,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.58485996,80.53728555,74.10326573,87.08518592,83.51340159,99.89409575,95.5245043,88.88388638,91.44497126,99.92986379,83.67261035,70.73644976,75.8327925,71.32116658,65.46843393,66.30266433,65.35075381,70.04197215,77.37540885,80.07565663,71.69725383,66.63076914,68.99992754,74.80814481,84.56987332,83.49241295,85.11933881,82.72363234,86.42366891,87.06449407,89.31836684,86.32863693,73.87572114,85.37509308,88.41085155,91.22242779,91.21316559,89.24352396,83.22762863,..
Antigua and Barbuda,ATG,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.91945181,49.44490383,63.8064023,72.58559481,80.46141432,89.91721667,64.35075523,70.78301769,77.70087561,101.0407703,89.90719289,71.19245646,77.23681508,74.1201701,74.29222861,77.40239282,74.46193389,71.58207379,76.0333569,73.74847369,70.27282757,67.30989797,69.08417701,60.38989859,61.12905992,58.59055312,62.89572939,64.82780831,67.26445277,71.22672198,71.5893793,70.02900568,58.01639987,59.14321085,56.16841343,57.72668585,60.2723481,58.27316302,49.45349407,47.38618089
Antigua and Barbuda,ATG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.6352972,14.84548532,11.39879961,8.352608823,11.27270034,5.172488372,3.844227009,7.411260593,8.124942792,8.876436601,12.37060649,4.580697223,1.650263602,2.606166738,2.461610273,1.812868832,3.245327063,2.403138564,2.977132869,1.827377353,2.110121317,1.503616107,1.548460311,1.720149184,0.63630996,-1.049335456,1.565302906,4.512317832,0.356179367,3.712747859,4.353282304,1.809039026,1.410903546,1.256058066,2.560681188,-1.460718266,1.870697541,2.164707619,2.416709831
Antigua and Barbuda,ATG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.643829887,4.23757631,4.069742454,4.500358613,4.141812247,4.324690559,4.193226378,4.009291432,3.644800867,3.306887907,3.036492967,2.68241393,2.686449142,2.901133942,2.602958203,2.364648063,2.092043538,1.943429083,1.984168265,1.889193734,1.900410105,1.923205492,1.933962183,1.818659244,1.977587929,2.078674282,2.184753802,2.167221629,2.073330168,2.116772359,2.018971806,1.865022866,2.386176376,2.512847169,2.608335452,2.39885388,3.114830976,3.105977061,2.92568373,2.778335054
Antigua and Barbuda,ATG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.72999413,14.79524382,16.15304429,16.69071705,17.31714102,16.60493991,18.29608988,19.64684063,18.85893628,17.43958895,18.59864134,17.88372195,18.40248963,17.19607272,16.61736089,..,..
Arab World,ARB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.832219143,4.852482399,9.984660788,9.724383326,12.22101344,8.062145733,10.39026082,-7.781524422,6.613488612,9.575117163,5.544965057,2.919239166,0.462132402,-5.475405978,..
Arab World,ARB,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.83993E+11,1.0217E+12,1.07128E+12,1.17824E+12,1.29282E+12,1.45082E+12,1.56778E+12,1.73068E+12,1.59601E+12,1.70156E+12,1.86448E+12,1.96787E+12,2.02532E+12,2.03468E+12,1.92327E+12,..
Arab World,ARB,Urban population,SP.URB.TOTL,28942239,30446953,32020431,33686952,35459848,37359336,39305024,41218526,43225262,45313438,47482360,49694609,52005840,54408370,56861365,59435700,62151874,64979632,67944537,71030308,74256377,77609044,81070195,84687438,88489442,92358599,96319023,100241710,104085395,107898289,113082408,117031665,119142113,123191553,126961865,132105803,135578816,139133474,142767585,146497312,150341498,154295973,158376383,162641528,167173066,172053353,177284703,182796645,188538975,194415471,200341856,206299403,212304727,218319352,224308828,230252968,236124336
Arab World,ARB,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,193254.6571,..,..,..,..,..,..,..,..,..,193254.6571,..,..,..,..,..,..,..,..,..,193254.6571,..,..,..,..,..,..
Arab World,ARB,Urban population (% of total),SP.URB.TOTL.IN.ZS,31.29197405,32.03442045,32.7801796,33.54904032,34.34703595,35.18656957,35.98353012,36.66902448,37.36618358,38.07322749,38.79329242,39.50053939,40.23059684,40.95060212,41.5967168,42.1998779,42.76533233,43.28136089,43.7832884,44.28530726,44.81658816,45.37162165,45.93470303,46.53007033,47.16650746,47.77738091,48.37872286,48.9121015,49.36588909,49.77147507,50.31801122,50.70039964,50.69075198,51.05621832,51.31100597,51.80016996,51.97708062,52.19297928,52.4427461,52.70391402,52.96847777,53.23297667,53.50073076,53.77743591,54.07296184,54.40168809,54.75581858,55.1167046,55.48111786,55.84323111,56.19546992,56.53651194,56.87135069,57.19626901,57.50873963,57.80821021,58.09392855
Arab World,ARB,Urban population growth (annual %),SP.URB.GROW,..,5.199024167,5.167932568,5.204555179,5.262856669,5.356729109,5.208036888,4.868339477,4.868529263,4.830915773,4.786487399,4.659096557,4.650868669,4.619731169,4.508488308,4.527388676,4.569936923,4.549755008,4.562822086,4.541602808,4.541820373,4.514988659,4.459726369,4.461865424,4.489454504,4.372450444,4.288094496,4.072598411,3.834416831,3.663236326,4.804635039,3.492370803,1.803313659,3.39883178,3.060528022,4.051561467,2.628963241,2.621838798,2.611960225,2.612446656,2.624065894,2.630328321,2.644534346,2.693043571,2.786212141,2.919302204,3.040539408,3.10909058,3.141376036,3.116860055,3.04830936,2.97369063,2.910974977,2.833015112,2.743447132,2.64998041,2.54996409
Arab World,ARB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.75714E+11,6.67271E+11,7.24025E+11,7.18244E+11,8.01597E+11,8.74904E+11,8.98413E+11,8.17622E+11,7.63876E+11,7.72022E+11,7.5531E+11,7.89019E+11,7.84077E+11,8.27897E+11,8.45457E+11,9.56561E+11,9.71193E+11,1.01777E+12,1.05034E+12,1.08406E+12,1.11393E+12,1.16382E+12,1.21255E+12,1.27439E+12,1.29743E+12,1.36712E+12,1.38918E+12,1.3973E+12,1.47163E+12,1.60902E+12,1.70099E+12,1.81148E+12,1.89429E+12,2.00447E+12,2.01312E+12,2.10922E+12,2.18453E+12,2.29729E+12,2.38107E+12,2.45039E+12,2.53578E+12,2.61757E+12
Arab World,ARB,GDP (constant LCU),NY.GDP.MKTP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,25760683041,28434203615,31385499664,36426909888,43316056615,55018394946,1.05146E+11,1.16337E+11,1.44846E+11,1.67308E+11,1.83556E+11,2.48646E+11,3.38177E+11,3.48593E+11,3.24329E+11,3.03963E+11,3.07941E+11,3.03894E+11,2.89029E+11,3.12682E+11,3.07503E+11,3.22325E+11,4.46877E+11,4.39779E+11,4.71164E+11,4.76514E+11,4.87527E+11,5.2376E+11,5.78231E+11,6.13279E+11,5.91526E+11,6.4389E+11,7.35025E+11,7.23283E+11,7.29052E+11,8.23111E+11,9.63862E+11,1.18466E+12,1.40411E+12,1.63757E+12,2.07771E+12,1.79547E+12,2.10922E+12,2.50194E+12,2.74054E+12,2.83829E+12,2.9044E+12,2.56113E+12,2.50093E+12
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.90315161,8.505500967,-0.798476187,11.60505735,9.145067519,2.687083833,-8.992572535,-6.573568996,1.06640452,-2.164609505,4.462888655,-0.626386707,5.588775306,2.121000683,13.14135503,1.529615782,4.795395003,3.20093874,3.209841599,2.755267861,4.478689158,4.187297464,5.10019842,1.807698418,5.371689481,1.613836754,0.584405514,5.319266758,9.335660114,5.716297571,6.495442353,4.571748719,5.815953099,0.431831413,4.773789081,3.570433375,5.161397399,3.646934655,2.911346202,3.484808166,3.225529604
Arab World,ARB,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.91786915,43.66487402,43.22955133,40.54158511,40.37206299,40.90795369,37.9878177,..,43.45779329,40.54270452,41.45817655,42.8904913,44.66357084,52.00553881,..
Arab World,ARB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.19359429,9.86447886,8.928500798,7.985746107,7.779741424,7.353753963,6.479348469,..,6.36506016,6.243691811,6.399575719,6.694710983,6.634428567,7.058841263,..
Arab World,ARB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,37.21505467,38.77490915,41.22114364,57.30739132,49.92830713,50.99645079,45.69558867,43.71612553,39.95276838,45.40176795,50.52530671,47.41510948,39.53030998,34.39465185,32.50813362,29.79857953,24.53271557,27.6784972,27.97097782,29.73778044,31.95677632,28.71726768,30.22748734,28.46897599,29.41201922,31.27635009,32.672271,37.31827785,33.01995343,36.31163075,42.60896108,40.80729015,41.612054,45.56062345,48.84077957,52.64502924,53.76507971,53.72830272,56.97102937,47.42904207,49.96721123,54.84119685,55.74135912,53.92462689,51.25471455,44.10030094,40.96420752
Arab World,ARB,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,21.95793221,20.6759922,21.13820291,23.90349941,24.77846182,31.86266973,31.90913617,36.94601098,38.52418574,35.91490008,34.27401605,40.03003883,43.10845532,40.64592615,39.22482249,35.01049057,32.67862021,31.23765445,32.65710356,36.16258126,33.51504315,40.05540267,33.70934034,31.92449078,29.24587764,30.56967654,29.20606531,31.11225732,33.41763305,30.13803422,28.20970946,31.5495131,32.10866194,34.34628732,36.15646517,36.43125728,35.88611248,39.72597647,40.87850987,42.29640687,40.65001741,39.86392781,41.0510729,41.85802378,43.27511098,46.89411936,44.79104757
Arab World,ARB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,..,1.303790175,2.602240857,6.884718905,2.496080762,11.55528084,26.9226785,5.599144132,7.524527584,9.724012,7.441071635,15.0505676,20.02834826,11.58229626,6.420624418,6.887496961,6.591178092,4.478420197,4.883974396,9.368089891,5.033812129,8.577774339,14.12140417,7.61051704,5.118985815,4.545665531,7.890030451,6.684041319,5.773043916,3.459724499,-0.299401035,5.811654768,10.14774081,0.780561216,3.770839545,5.111613217,10.99107672,11.96643161,9.376786713,6.669433968,14.80884445,-4.365780794,11.82794495,14.67238301,4.193851286,1.739866054,0.311240951,-3.638982787,0.190773337
Arab World,ARB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,11.16699003,-0.805618327,5.562523328,3.74897267,0.460847737,-3.607888406,4.948020034,-5.594922324,8.457232777,5.6685626,-6.939379222,-9.509202448,4.310358349,2.41396091,-8.017154222,10.2504083,1.655076833,-1.661276547,-13.70114266,-0.489982989,18.88642212,17.70520214,7.163299781,5.859423027,-5.908276154,6.238736924,6.468750428,3.353261046,-6.015605545,-1.262424436,-6.292506765,-19.37122162,13.98697752,10.74986545,10.36538261,10.53041759,11.94830431,5.759834734,-6.01517858,11.83502597,9.83550594,-0.69265117,2.082481002,-3.897179505,4.02995947,..
Argentina,ARG,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,..,..,..,..,..,..,..,..,..,..,1.48099E+11,1.64637E+11,1.63311E+11,1.72395E+11,1.78858E+11,1.79682E+11,1.732E+11,1.8177E+11,1.716E+11,1.86112E+11,1.96662E+11,1.83015E+11,1.65612E+11,1.7275E+11,1.7692E+11,1.62736E+11,1.79418E+11,1.82387E+11,1.79357E+11,1.54783E+11,1.54025E+11,1.83115E+11,2.15535E+11,2.30975E+11,2.44509E+11,2.30062E+11,2.44415E+11,2.60226E+11,2.68952E+11,2.52773E+11,2.49582E+11,2.33877E+11,1.88572E+11,2.14948E+11,2.38054E+11,2.62729E+11,2.90396E+11,3.25093E+11,3.43818E+11,3.23137E+11,3.6138E+11,3.96924E+11,3.94175E+11,4.02383E+11,3.86702E+11,4.02285E+11,..
Argentina,ARG,Urban population,SP.URB.TOTL,15177907,15550745,15916161,16283191,16650738,17017602,17383414,17749066,18120768,18505677,18909948,19327703,19762667,20210548,20661009,21106169,21543399,21974571,22405664,22844170,23296127,23780333,24285074,24799122,25319368,25842013,26365972,26891584,27418228,27944438,28469636,28987585,29462392,29933012,30397318,30852828,31298956,31735996,32167673,32599189,33033754,33472924,33918185,34367344,34816710,35263821,35708228,36151069,36595329,37043822,37499723,37963164,38432218,38903612,39372787,39836234,40292719
Argentina,ARG,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,8202647,8391072,8574925,8762939,8955480,9151842,9352935,9558596,9769228,9984062,10204092,10383523,10551056,10720901,10893799,11069567,11248504,11429914,11614593,11802347,11993490,12154005,12301911,12451726,12603683,12757181,12912877,13070588,13230565,13392173,13556103,13727452,13937704,14150782,14367622,14587984,14812243,15039525,15270822,15505886,15745112,15987570,16208839,16416974,16628116,16841425,17057815,17277029,17499413,17724080,17951993,18182881,18417110,18653745,18893467,19081407,19267447
Argentina,ARG,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55032.20313,..,..,..,..,..,..,..,..,..,55032.20313,..,..,..,..,..,..,..,..,..,55032.20313,..,..,..,..,..,..
Argentina,ARG,Urban population (% of total),SP.URB.TOTL.IN.ZS,73.611,74.217,74.767,75.309,75.844,76.369,76.888,77.398,77.901,78.394,78.88,79.321,79.743,80.158,80.567,80.969,81.366,81.755,82.139,82.516,82.887,83.313,83.759,84.194,84.621,85.038,85.445,85.843,86.233,86.613,86.984,87.328,87.542,87.752,87.96,88.164,88.366,88.564,88.759,88.952,89.142,89.329,89.519,89.71,89.899,90.084,90.266,90.445,90.622,90.795,90.966,91.133,91.295,91.452,91.604,91.751,91.893
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2.681051767,2.426766377,2.322646068,2.279834062,2.232119103,2.179368038,2.126831308,2.081636159,2.0725789,2.101886605,2.161058292,2.185132253,2.225519752,2.240999349,2.20436545,2.131706658,2.05040913,1.981646247,1.942786284,1.938215851,1.959118103,2.057177095,2.100302841,2.094632638,2.076138714,2.04319419,2.0072661,1.973913584,1.939467248,1.90101339,1.861993423,1.802951906,1.62469677,1.584734904,1.539242922,1.487403468,1.435632684,1.386681481,1.351044699,1.33254066,1.324247644,1.320698603,1.321442801,1.315550994,1.299063277,1.276009357,1.25236009,1.232538098,1.221408991,1.218098089,1.223195608,1.228277488,1.227979707,1.219098155,1.198779261,1.170200774,1.139388252
Argentina,ARG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.15574E+11,1.21847E+11,1.20809E+11,1.14396E+11,1.25985E+11,1.39301E+11,1.38382E+11,1.42799E+11,1.49685E+11,1.64174E+11,1.69174E+11,1.78746E+11,1.81657E+11,1.86765E+11,1.971E+11,1.97044E+11,1.93067E+11,2.06455E+11,1.97152E+11,2.17306E+11,2.26328E+11,2.13451E+11,2.0287E+11,2.10731E+11,2.15392E+11,1.99051E+11,2.14728E+11,2.20976E+11,2.15326E+11,1.99185E+11,1.94407E+11,2.19037E+11,2.45192E+11,2.59676E+11,2.74831E+11,2.67011E+11,2.81768E+11,3.04622E+11,3.16351E+11,3.05641E+11,3.0323E+11,2.89861E+11,2.58282E+11,2.81106E+11,3.06489E+11,3.33618E+11,3.60465E+11,3.92935E+11,4.08877E+11,3.84677E+11,4.23627E+11,4.49062E+11,4.44453E+11,4.55143E+11,4.43707E+11,4.55453E+11,4.44986E+11
Argentina,ARG,GDP (constant LCU),NY.GDP.MKTP.KN,1.82932E+11,1.92861E+11,1.91218E+11,1.81068E+11,1.99411E+11,2.20487E+11,2.19032E+11,2.26024E+11,2.36924E+11,2.59857E+11,2.67771E+11,2.82922E+11,2.87529E+11,2.95614E+11,3.11973E+11,3.11884E+11,3.0559E+11,3.2678E+11,3.12054E+11,3.43955E+11,3.58235E+11,3.37853E+11,3.21105E+11,3.33549E+11,3.40926E+11,3.15061E+11,3.39874E+11,3.49765E+11,3.40822E+11,3.15273E+11,3.0771E+11,3.46696E+11,3.88094E+11,4.11018E+11,4.35006E+11,4.22629E+11,4.45987E+11,4.82161E+11,5.00725E+11,4.83773E+11,4.79956E+11,4.58796E+11,4.08812E+11,4.44939E+11,4.85115E+11,5.28056E+11,5.70549E+11,6.21943E+11,6.47176E+11,6.08873E+11,6.70524E+11,7.10782E+11,7.03486E+11,7.20407E+11,7.02306E+11,7.20898E+11,7.0433E+11
Argentina,ARG,GDP (current LCU),NY.GDP.MKTP.CN,0.131508917,0.16680719,0.213135928,0.253470898,0.359472096,0.481860012,0.601239979,0.800469995,0.925289989,1.093969941,1.200199962,1.664659977,2.778640032,4.728960037,6.519309998,19.40229988,102.3389969,283.9049988,708.6110229,1932.140015,3840.399902,7474.299805,21852.5,109490,790920,5305000,9984100,23332300,111062000,3244039936,68921999360,1.80898E+11,2.26638E+11,2.36505E+11,2.5744E+11,2.58032E+11,2.7215E+11,2.92859E+11,2.98948E+11,2.83523E+11,2.84204E+11,2.68697E+11,3.1258E+11,3.7591E+11,4.85115E+11,5.82538E+11,7.15904E+11,8.9698E+11,1.14965E+12,1.24793E+12,1.66172E+12,2.17902E+12,2.63791E+12,3.34831E+12,4.57909E+12,5.85401E+12,8.05599E+12
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,..,..,24450604878,18272123664,25605249382,28344705967,28630474728,24256667553,26436857247,31256284544,31584210366,33293199095,34733000536,52544000117,72436777342,52438647922,51169499891,56781000101,58082870156,69252328953,76961923742,78676842366,84307486837,1.03979E+11,79092001998,88416668900,1.10934E+11,1.11106E+11,1.26207E+11,76636898036,1.41352E+11,1.8972E+11,2.28789E+11,2.36742E+11,2.5744E+11,2.58032E+11,2.7215E+11,2.92859E+11,2.98948E+11,2.83523E+11,2.84204E+11,2.68697E+11,97724004252,1.27587E+11,1.64658E+11,1.98737E+11,2.32557E+11,2.87531E+11,3.61558E+11,3.32976E+11,4.23627E+11,5.30163E+11,5.45982E+11,5.52025E+11,5.2632E+11,5.84711E+11,5.45866E+11
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.42784288,-0.852021523,-5.308196827,10.13029766,10.56943334,-0.659726172,3.191996623,4.822500782,9.679526008,3.045643319,5.658131083,1.628416516,2.811754041,5.533804395,-0.028412103,-2.018251517,6.934147755,-4.506124802,10.22276346,4.151762342,-5.689528,-4.957178519,3.875123424,2.211773504,-7.586677184,7.87577983,2.909993131,-2.556904877,-7.496189584,-2.398959219,12.66971009,11.94077473,5.906919492,5.836200704,-2.845209611,5.526689827,8.111046771,3.850178852,-3.385457041,-0.788998939,-4.408839683,-10.89448483,8.837040796,9.029573301,8.85165992,8.0471515,9.007650875,4.057233103,-5.918525076,10.12539816,6.003951693,-1.026420454,2.405323781,-2.512615321,2.647271415,-2.298175991
Argentina,ARG,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,..,..,..,..,38.68135829,40.11642461,42.63620116,43.24265853,43.42754698,48.0836525,43.17904646,43.43347582,44.69512299,46.17635963,43.27476829,40.954084,44.10665582,46.3979525,48.17559806,52.42683251,53.1862536,49.30099531,49.78536853,51.94583523,53.08953817,54.81916247,54.07696627,52.5355207,48.03609224,55.85444764,60.56119851,63.32521644,65.2788256,65.46161342,65.7713508,65.09690382,64.7980813,65.29565153,66.89075214,66.8839131,68.07190438,56.77762721,54.05543385,56.2679554,57.00817602,57.42760083,58.6758998,59.93706144,63.56256502,61.38700634,61.66370631,63.97854942,64.20629453,63.0765386,65.8912292,65.76205285
Argentina,ARG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.417490005,0.419589996,0.411309987,0.453370005,0.438840002,0.424600005,0.388859987,0.41012001,0.365550011,0.378670007,0.400330007,0.401690006,0.421350002,0.519010007,0.517610013,0.53658998,0.60939002,0.611750007,0.613030016,..,..
